"algorithmName","terrainType","randomSeed","boardSize","numObjects","collectedDamon","returnedHome","objectsCollected","stepsTaken","runtime","estimationNoise","startingBattery","usedBattery"
"Greedy","Pure Random",-1712037717392913137,48,3,false,false,0,130,53700,0.0,14.4,14.365533654222169
"Ants","Pure Random",-1712037717392913137,48,3,false,false,0,94,6884390800,0.0,14.4,13.874781947667906,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-2831858604298347902,48,3,true,true,3,161,13538404800,0.1,230.4,31.365753214278982,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-2831858604298347902,48,3,true,true,1,207,189300,0.1,230.4,42.85829183786106
"Ants","Pure Random",-2831858604298347902,48,3,true,false,2,486,74890404500,0.1,230.4,85.60057295679948,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-3222510016407337911,48,3,true,true,3,213,22631726200,0.1,115.2,39.26836886123411,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-3222510016407337911,48,3,true,true,3,213,175700,0.1,115.2,44.06041074732647
"Ants","Pure Random",-3222510016407337911,48,3,true,true,3,663,89185513600,0.1,115.2,105.61186163821297,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",5007003430098299359,48,3,true,true,3,241,15325673300,0.1,57.6,47.31383208116479,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",5007003430098299359,48,3,true,true,3,181,137600,0.1,57.6,37.51952677195904
"Ants","Pure Random",5007003430098299359,48,3,true,false,3,353,40847106000,0.1,57.6,57.52669041276596,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",7279735005802832878,48,3,true,true,2,153,10412418900,0.1,28.8,28.609266429167786,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",7279735005802832878,48,3,false,true,0,167,129800,0.1,28.8,28.728508387301225
"Ants","Pure Random",7279735005802832878,48,3,true,false,0,175,16774021700,0.1,28.8,28.760522858233113,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",6521726668627193253,48,3,true,true,2,59,6953975100,0.1,14.4,12.810370851316092,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",6521726668627193253,48,3,false,false,0,94,57200,0.1,14.4,14.339329598500807
"Ants","Pure Random",6521726668627193253,48,3,false,false,1,84,6642738900,0.1,14.4,14.364875796771639,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-5944930470836826972,48,3,true,true,3,145,10643466300,0.2,230.4,28.840567232936564,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-5944930470836826972,48,3,true,false,3,959,449000,0.2,230.4,230.30722715931176
"Ants","Pure Random",-5944930470836826972,48,3,true,true,3,513,92054083500,0.2,230.4,91.02276692873139,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-7928129560023496365,48,3,true,true,3,229,16055049400,0.2,115.2,41.235678944064134,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-7928129560023496365,48,3,true,true,3,147,148000,0.2,115.2,24.87649870247232
